城市,评论,昵称,性别,评分,观影时间
南京,虽然是大明星演的，没看懂啥意思。,Wrk205414503,0,4.5,2018-10-01 09:06
深圳,还挺好看的，不错，值得一看。,gFj370625901,0,5,2018-10-01 09:06
东莞,好看，支持发哥！,QDc770249400,0,5,2018-10-01 09:05
中山,烧脑啊。。。原来幕后黑手是李问，吴复生是假想得人物。。。周润发超级吸引  ,Anna7858,2,5,2018-10-01 09:04
潍坊,剧情满分！很刺激,ApR744549158,0,4.5,2018-10-01 09:03
杭州,剧情满分，主角 配角演技满分，被张静初最后抽烟那瞬间迷到了，太美。郭富城现在演技很6。,edd290477245,1,5,2018-10-01 09:01
靖江,好看，我发哥依旧是我发哥，郭富城演技也是绝对在线,a15161033799,2,5,2018-10-01 09:01
上海,不错的，发哥还是发哥，稳定，霸气！,guang_nate,0,4.5,2018-10-01 09:00
宜兴,好看，挺不错的,MMg150875568,1,5,2018-10-01 09:00
济南,可以说是细思极恐了！很不错,吃货在这呢1,0,4.5,2018-10-01 08:59
深圳,超出预期，值得一看。,LBYBRZ,0,3.5,2018-10-01 08:59
上海,翻转再翻转的港片，两大老男人飙戏。枪战，搞笑，犯罪一个不能少,yspring01,1,3.5,2018-10-01 08:58
孝感,近几年不错的港片！比寒战好,汤星974,1,4.5,2018-10-01 08:58
济南,这和非常嫌疑犯剧情太雷同了，电影不错，但还是少点创意，出了警局我就知道李问就是画家，没办法看的电影太多了,电影变态2,0,3.5,2018-10-01 08:56
清远,演的还是不错的,_qq7n51442140449,0,5,2018-10-01 08:56
锡林郭勒,诶嘛……一直以为看懂了，结果看到结局了才看明白全剧，李问爱慕他的女邻居，因为自己没钱，铤而走险开始印假钞发财，在一次交易中救了一个被烧伤的女人，整容成了他爱慕的女邻居的面容，名字也给改成了女邻居的名字阮文，当假阮文知道真相后，绑架了真阮文和她的未婚夫，失手杀了阮文未婚夫两人逃跑，最后李问被抓，假阮文来救，在警局李问编造了一个假故事塑造了一个撇清自己画家真实身份的故事，最后被保释逃跑，警察发现他编造的故事后开始追捕，不料假阮文受够了自己替身的身份，与李问同归于尽……,zhao198913,2,3,2018-10-01 08:54
青岛,最主要分是给小马哥的 演技炸裂 帅的没话说 郭富城都比不上，全程影院特别安静没一个说话的 都被吸引住了 画面效果也很不错 最后结局居然反转 没有意料到  小马哥这部电影值得去看 是10一档最值得看的一部电影了,lovely小娇,2,5,2018-10-01 08:53
广州,我TM 就没看过这么精彩的电影,EpK909385127,1,5,2018-10-01 08:52
宁波,千万别被预告片骗到电影院去，非常无聊毫无逻辑性生搬硬套的电影。1分是因为帅帅的发哥,神无弥生,2,0.5,2018-10-01 08:52
南宁,结局有点意外，剧情可以,mozaisi,0,4.5,2018-10-01 08:52
泰安,很好看，最后剧情反转最精彩，一波三折。,VhM385647944,0,4.5,2018-10-01 08:51
启东,完美老戏骨👍👍👍👍👍👍👍👍👍👍👍👍👍,zbdjsw,0,5,2018-10-01 08:50
广州,发哥还是当年的发哥！双M16换成了双AK，看到了当年发哥英雄本色的影子！,klovate,1,5,2018-10-01 08:50
临汾,其他艺人可以变老，你发哥永远是你发哥。,FKO825032128,2,5,2018-10-01 08:50
新沂,听一个人讲故事。剧情大反转,小陈9843,1,4,2018-10-01 08:49
威海,真真假假，假假真真，貌似李问是个变态,慕斯班戟,1,4,2018-10-01 08:49
佛山,感觉还行╮(￣▽￣)╭,kNd811252817,0,4,2018-10-01 08:49
镇江,发哥风彩不减当年,15862993419,1,4.5,2018-10-01 08:49
淮北,不错的电影 比近几年的港片好看,Bookman220,1,5,2018-10-01 08:48
哈尔滨,有人能讲讲到底是怎么回事么？真心看不懂啊……,QmJ646420515,2,5,2018-10-01 08:48
江阴,灰常不錯的電影,eZL454876453,0,5,2018-10-01 08:47
恩平,一般般！！！,QSi126756373,0,3.5,2018-10-01 08:47
南昌,有发哥和小郭子巨星的影片必须是一部好影片，演技没的说。,pIX239794934,0,5,2018-10-01 08:47
上海,总体不错，前面叙事对白太多，是大陆导演通病，不能将故事很好融合到情节中，通过紧凑情境来叙事，而需要电视剧式对白来铺垫和啰嗦。特色画质油墨画，演员质感，人物刻画不错，总体值得一看，血腥有点,otB249896678,0,4,2018-10-01 08:47
南昌,很棒的一部电影……,biW867346017,0,4.5,2018-10-01 08:47
湘潭,天才犯罪记录。反转反转再反转，难得的微微烧脑片。发哥重现雄风！美女我静姐！国庆档不送错过。,VZc119883807,0,5,2018-10-01 08:47
临海,还可以…………,上官官官官,1,4,2018-10-01 08:47
济南,感觉片子一般般,cpU272019675,0,3,2018-10-01 08:46
营口,还可以，因为有发哥，愿意看发哥演的所有电影和电视剧,幸福快乐9821,2,3.5,2018-10-01 08:46
顺德,两个多小时的港产片很少，最后角色反串也是有点创意！,Ppe142423180,0,4,2018-10-01 08:45
开封,好看，但是后劲不足，猪脚光环太大,不见不散Wz,1,4.5,2018-10-01 08:45
东莞,还不错，不过剧情有点《非常嫌疑犯》的感觉，所以看到郭富城在泰国用假钞买机票被抓，出来碰到发哥的时候，就猜到结局了…,fkuepeng506,1,4,2018-10-01 08:42
璧山,太棒了，发哥，宝刀未老情节也相当不错。总之，这是一部很不错的，电影各方面都很赞。,Xtz310794858,0,5,2018-10-01 08:42
荆州,发哥永远都是那个发哥，穿上风衣依旧还是辣么帅气。郭舞王也是辣么的帅气，特别是与发哥飙戏的部分太精彩了。都是辣么的厉害与牛人。大爱啊！,浮笙若梦，醉半世,1,5,2018-10-01 08:40
湛江,居然忘了去看，不是说可以退🎫？,uzA149713596,0,4,2018-10-01 08:40
彭州,电影看了感觉一般，没想像的好看精彩,rLl789544621,0,3,2018-10-01 08:40
蚌埠,还不错吧！！,qWe386647123,0,4,2018-10-01 08:38
菏泽,高智商犯罪，天王和发哥略有gay情,EFC225882901,1,5,2018-10-01 08:38
武汉,反转再反转。全程无尿点，精彩。,Fup683454549,0,5,2018-10-01 08:36
乐平,剧情层次不清，音响效果一般,yMw518662234,0,3,2018-10-01 08:36
秦皇岛,很过瘾  特别好看,CAESAR熙,0,4.5,2018-10-01 08:35
宁波,看得有点懵，浪费了我在博地影秀城的免费电影抵用券！画家是怎么抓住的？为什么主角画家没有被炸得灰飞烟灭？差劲👎🏻👎🏻,rma922289524,1,2.5,2018-10-01 08:35
北京,爱情不能替代，美钞无法造假。,zhishupp,1,5,2018-10-01 08:34
宿迁,挺好看的 比较烧脑,WJP719660985,1,5,2018-10-01 08:34
成都,"还可以！
剧情不错",WK19880527,0,4.5,2018-10-01 08:34
孟州,开始可以的中间回忆后面很强势画家是个谜,nn1253612402,0,4.5,2018-10-01 08:34
黄冈,都是回忆，跟烂啊，人格分裂一样,zgG442582970,0,1.5,2018-10-01 08:34
常熟,还行吧，主要是看发哥和郭仔的演技了,bDQ564878154,1,4.5,2018-10-01 08:32
仙桃,只能说是一部叙事片了，悬疑部分没有什么亮眼，而且太容易被人想到，没什么比较让人惊喜的地方，最大的感动是发哥还可以拍枪战部分,NXV517286925,2,3,2018-10-01 08:31
天津,值得二刷的美剧,守望者6629,1,5,2018-10-01 08:30
寿光,还行吧，就是有些情节不合理，在金三角，几个人就消灭了一支部队，太邪乎了吧,RVR13806497565,0,4,2018-10-01 08:30
宜兴,有点压抑，大概导演拍摄手法是这样,小河马120,0,2.5,2018-10-01 08:28
哈尔滨,难得的好看的港片，发哥还是那么帅。郭富城演技一流。,李芮昕姐姐,2,5,2018-10-01 08:28
顺德,没有想象中好看，虽说有大牌明星，但是故事情节不太满意！,世纪情缘,0,2.5,2018-10-01 08:27
天津,不喜欢 郭富城 这么伤害熊黛林,柒间夏,0,0.5,2018-10-01 08:27
贵阳,和媳妇去看完了无双，对于这种剧情严谨、演员敬业的片子，真心非常的喜欢。发哥拿双枪扛托在双肩上的样子真的太经典了，有发哥以前片子的影子。对于最后剧情的反转，第一个人物互换的反转在意料之中，颇有《看不见的客人》的感觉，但是第二个反转却出乎意料,旧时光的小屋,1,5,2018-10-01 08:25
上海,从小就喜欢周润发 发哥 小马哥香港之子,nPJ278288702,2,5,2018-10-01 08:25
襄阳,郭富城的个人秀,夜未央5618,1,5,2018-10-01 08:24
沈阳,《无双》电影确实不错，剧情反转再反转，前面细火慢炖，有着港片少有的耐心与细腻，后面神采飞扬，枪战戏仿若重回黄金时代，神反转令人惊奇，也令人信服。真真假假，颠来倒去！不愧是出自写出《无间道》和《窃听风云》系列的庄文强之手。[强][强][强] 发哥和郭富城的双雄对决，更不用说了[强][强][强],S宋景亮,1,5,2018-10-01 08:24
呼和浩特,完美与极致！！！,KYX13848102845,1,5,2018-10-01 08:24
深圳,喜欢，剧情反转，演技没话说,wjc271638521,0,5,2018-10-01 08:23
宁波,故事剧情都很好！又见港片崛起了！！！,大圣可以齐天,1,5,2018-10-01 08:22
清远,智商少于80的，就别去看了,林家大少爷1985,0,3.5,2018-10-01 08:22
北京,很好看发哥还是那么帅,净尘22,0,5,2018-10-01 08:21
广州,自以为是的编剧，烂透了的套路!,OsA555960378,0,2,2018-10-01 08:20
宁波,快到结尾的时候让我隐约想起了使命召唤7的梅森和雷泽诺夫，只不过梅森是被植入了芯片而已。,颓靡的88炮,1,4.5,2018-10-01 08:20
常州,最近真的很少看到这类影片,Maxton922,1,5,2018-10-01 08:20
杭州,好看，猜不到结尾，编剧不错！,尹一松,0,5,2018-10-01 08:19
合肥,感觉人物和故事都塑造的很好，不过，是真真的相当文艺，犯罪片里的文艺片，期待能有第二部,YXd267188905,2,5,2018-10-01 08:19
深圳,有点乱有些地方不太懂，大部分情节都是被剧中人作出来的故事，对我们观众而言就是假故事中的假故事，整体来说个人是感觉一般般的。,Yevesa,2,3,2018-10-01 08:19
合肥,没想到发哥的双枪的样子，再次迷到我了，感觉这么多年了，还那么帅，不愧是模特身材,Vlc408576755,2,5,2018-10-01 08:17
广州,挺搞笑的，还可以。,QHC901521288,2,5,2018-10-01 08:17
邳州,剧情大反转，值得二刷,HHF13914837001,2,5,2018-10-01 08:16
武汉,结尾的反转真真让人意外，不过，咋感觉又发现了一对cp，发哥和郭天王看起来也是真爱啊！依旧比心我发哥。,天寒地冻路远马亡,0,5,2018-10-01 08:15
成都,社会我发哥，人狠道理多！,JACKYDING821,1,5,2018-10-01 08:14
泊头市,最爱发哥.演技精湛 气场十足,婷儿0329,0,5,2018-10-01 08:14
昆明,很好看，剧情有反转,Kcj208423428,0,4.5,2018-10-01 08:14
茂名,这部戏，有点烂,SlU179158031,0,2.5,2018-10-01 08:13
永济,很不错！！！！！！！！,yqz308,1,3.5,2018-10-01 08:12
上海,不太容易看懂,wksifdc2018,1,4,2018-10-01 08:12
哈尔滨,看到了 A Mark小马哥的影子，剧情最后神反转，结局意料之中，也在情理之中,咖啡荼靡,1,5,2018-10-01 08:11
深圳,给发哥买的票,PhY873994999,0,4,2018-10-01 08:11
北京,三分给我的偶像发哥，一分给电影。不能多了。可是廉颇老矣。港片永远用这些故事这些素材这些手法来骗钱。,YWr990572318,0,2,2018-10-01 08:06
上海,从头到尾都是回忆     。。。。。。,理想和现实399,1,5,2018-10-01 08:06
深圳,特别好看哈哈,ttE728626614,0,5,2018-10-01 08:05
福州,剧本编的还可以，就是看完心里有点沉闷！总体来说，影片还是不错的，值得一看！,佳倩332,2,4,2018-10-01 08:05
成都,还行吧，主要还是晚去了半个小时没看到开头！,_qqthm1355203555,2,4,2018-10-01 08:04
吴江,值得二刷的电影。,vDn246121243,0,4.5,2018-10-01 08:04
广州,好看支持发哥,YRj587353980,0,5,2018-10-01 08:04
广州,非常好看，太精彩，很久没看到这么好的电影,匆匆那些年843,1,5,2018-10-01 08:04
宜昌,还好吧，，，,吃不起锅灰的青年,1,4,2018-10-01 08:03
启东,影院干净卫生，影箱设置好，舒服好看,GS62895098,1,5,2018-10-01 08:03
昆明,香港电影，还是那么出彩，发哥还是那么潇洒，把那个斯文却又心狠的角色演得不寒而栗，城城演技非常完美，大家都被他骗了，很赞，很好看,zJW261122374,2,5,2018-10-01 08:03
丽江,不错，精彩，棒，,hankyun,1,5,2018-10-01 07:59
兰州,还行，剧情虽然比较老套，但明星的演技很不错，发哥显年轻。,ZGg960218695,0,4.5,2018-10-01 07:59
嘉兴,剧情不错，城城完美演绎！赞👍，智哥出彩……！,列文808,1,5,2018-10-01 07:59
西安,剧情扑朔迷离，有创意,dgqbdqyb,0,5,2018-10-01 07:59
太原,妈妈偶像是周润发，所以带她来看。讲真，一开始对《李茶的姑妈》抱有很大期待，结果被《无双》圈了粉……演技真的是在线，剧情反转反转再反转，不愧是《无间道》的导演。看完我和妈妈还在讨论剧情，非常值得去看的一部影片。个人觉得比lc好看，给发哥比心❤,嘟子Candy,2,4.5,2018-10-01 07:58
濮阳,发哥电影，一定要去看,TnW850478348,0,5,2018-10-01 07:55
泰州,很不错哦，👍,oLV526751130,0,5,2018-10-01 07:55
常州,不错不错，特别是最后的反转,hstmary,2,4,2018-10-01 07:53
海口,很好看，很震撼，发哥和城哥,Mr.Jose414,1,5,2018-10-01 07:52
上饶,还是说说东海大道,iqE907309718,0,4,2018-10-01 07:52
璧山,主要是来看发哥的,xnJ562288234,1,4,2018-10-01 07:52
温州,国庆档最佳。,kTG895479022,0,5,2018-10-01 07:50
滨州,还是现实题材的电影，容易出彩。当然，发哥尽力了。,Aey528034738,0,4,2018-10-01 07:50
深圳,好有驚喜，絕對值得一看！,iKH643593965,1,4.5,2018-10-01 07:49
东莞,都是大咖好看比较满意,冬军巴黎,0,4,2018-10-01 07:48
中山,什么都好，有一点不好就是后面的人在吃零食吃的太响了，一部电影130分钟就有80分钟都是零食的响声，第一次碰到那么多吃货，还吃那么久的…不知那些人到底是看电影的还是吃东西的,顔少,1,4.5,2018-10-01 07:48
苏州,超赞的演技，两位男神,Carol柴,0,5,2018-10-01 07:47
宜昌,一众老戏骨，惊人反转！！！,吉米易,0,5,2018-10-01 07:46
乌鲁木齐,看不见的客人即视感 以至于到后半段就想到李问就是画师本人 和阮文得感情线倒挺触动我的 可能每一个人心中的最初都是难以割舍且带有深刻烙印的吧 发哥外套藏手雷 手持双枪的画面就是经典 假币的题材略新颖 剧情套路虽是照搬 但电影本身相当不错了,糕桥凉介,1,4.5,2018-10-01 07:44
临沂,不是很喜欢，剧情有点乱,。我我我我,1,2,2018-10-01 07:43
大连,演技，演员，剧情，简直太完美,山东启铭,0,5,2018-10-01 07:41
武汉,估计是同期上映的李茶的姑妈太烂了吧，发哥这部片子很不错，支持,Kbd994069764,1,4.5,2018-10-01 07:41
岳阳,还可以吧，就是后面的把我搞懵了，没看明白😊,WAf712260236,0,3,2018-10-01 07:41
宜昌,看到最后剧情反转，结局有点出人意料，演技还不错,月光不倾城,1,4.5,2018-10-01 07:40
桐乡,一般般，值的一看,zeng373095443,0,4.5,2018-10-01 07:40
贵阳,周润发演绎的角色很到位了！,喜马拉雅金雕,0,5,2018-10-01 07:38
常州,虽然一开场就知道了结局，但是，太好看了,zdrzdr,0,5,2018-10-01 07:38
常州,一般般吧，有点看不懂了,Cgf273914162,0,4,2018-10-01 07:38
婺源,悬疑片、小马哥重复江湖，激战激情激烈都少了一半。国庆快乐😊 😊 😊 ,豁然开朗926,1,3.5,2018-10-01 07:38
福州,故事情节不错，每个演员表演的很好，特别郭富城的演技非常棒,迅雷雷厉风行,0,5,2018-10-01 07:38
深圳,非常不错 好久没有看过这么赞的电影了 强烈推荐。,shitou485200,1,4.5,2018-10-01 07:38
吉林,完美演绎～值得一看！,敖帝,1,5,2018-10-01 07:37
共青城,好看，非常好看,CWE698749277,0,5,2018-10-01 07:36
达州,年度最佳港匪片！,沉静的力量2015,1,4.5,2018-10-01 07:36
新密, 太好看了 郭富城演得太好了,rUN615983429,0,5,2018-10-01 07:35
